MONTE FORMOSO|5000|4375|3275|5000|3125|2875
MONTE SANTO DE MINAS|19000|13700|9200|13700|9200|3900
MONTE SIAO|15750|10500|6300|6300|6300|4200
MONTES CLAROS|6160|4700|2690|4300|2100|1350
MONTEZUMA|12000|6000|3000|7000|2000|500
MORADA NOVA DE MINAS|20000|12700|10000|12000|12000|5000
MORRO DA GARCA|7929.37|5812.68|4156.61|4375.96|3622.42|2065.70
MORRO DO PILAR|15693|12554.40|9415.80|10462|8369.60|8369.60
MUNHOZ|30000|28000|26000|27000|20000|20000
MURIAE|37329.92|31108.27|24886.62|31108.27|24886.62|20738.85
MUTUM|7142.33|5917.45|4226.75|5917.45|4818.49|4226.75
MUZAMBINHO|55000|35000|25000|25000|17000|17000
NANUQUE|5249.75|4807|4427.50|3795|3415.50|2530
NAQUE|26565|20842|16201|26565|16065|13891
NATALANDIA|10000|7200|5500|4200|3500|2600
NATERCIA|17000|14500|12500|15500|15000|6000
NAZARENO|15000|11500|9500|15000|11500|9500
NEPOMUCENO|19800|17500|15600|13250|11770|7670
NINHEIRA|5000|3000|1800|2200|2000|1200
NOVA BELEM|12396.70|11239.67|9297.52|8574.38|7024.80|6198.35
NOVA ERA|9000|7200|5300|6860|4400|4500
NOVA LIMA|276592.80|221274.24|110637.12|193614.96|165955.68|138296.40
NOVA MODICA|7438|6694.20|5950.40|5206.60|4462.80|3719
NOVA PONTE|41579|39084.26|36739.21|31228.33|24982.66|9312.06
NOVA PORTEIRINHA|16000|8000|3000|3000|2000|1500
NOVA RESENDE|30236.13|24948|17487.32|20845.70|16913.60|8487.92
NOVA SERRANA|15000|10000|8000|10000|5000|2500
NOVA UNIAO|35362.96|23575.31|17681.49|23575.31|11787.65|9430.12
NOVO CRUZEIRO|8625|7750|7125|7125|5225|3200
NOVO ORIENTE DE MINAS|6654.63|6654.63|5323.71|3818|3818|3327.32
NOVORIZONTE|3093|2207|1505|2045|2070|1064
OLARIA|4725|4200|3570|4200|2415|2100
OLHOS-D'AGUA|12000|10000|8000|7500|7000|5300
OLIMPIO NORONHA|40000|30000|20000|25000|20000|12000
OLIVEIRA|19160|10090|6300|10090|5500|4416
OLIVEIRA FORTES|15000|8000|5000|18000|13000|5000
ONCA DE PITANGUI|25000|19900|17500|17400|13000|8800
ORATORIOS|14596.20|9190.02|5802.80|8649.06|5406|3973.41
ORIZANIA|22974.93|19528.69|14933.70|17231.20|13231.20|13784.94
OURO FINO|40000|29000|18000|29000|23000|8000
OURO PRETO|27350|19150|15850|15300|15050|12000
OURO VERDE DE MINAS|5239.08|4864.86|3088.08|4694.57|3059.10|2181.16
PADRE CARVALHO|4000|3500|2750|3200|4000|2250
PADRE PARAISO|3480|2090|1670|2090|1670|1390
PAI PEDRO|4210|3200|2410|2980|1700|1400
PAINEIRAS|7500|5710|3960|6350|4420|3030
PAINS|25935|25850|25700|25480|25370|22570
PAIVA|13200|9500|8000|6300|5500|5500
PALMA|14500|12000|9600|11200|9000|7500
PALMOPOLIS|3000|2750|2500|4000|3600|5000
PAPAGAIOS|16300|12020|6730|10820|9600|6730
PARA DE MINAS|28000|22000|15500|15500|11500|7500
PARACATU|20400|16300|12400|9600|8000|5900
PARAGUACU|79400|63400|47200|57000|44200|18000
PARAISOPOLIS|39695|32123|24092.50|31440|21930.50|18275
PARAOPEBA|9400|7300|4700|3300|2700|1600
PASSA QUATRO|11550|11000|9900|10450|8800|5500
PASSA TEMPO|20000|18000|16000|14000|12000|11000
PASSA VINTE|6500|5000|4000|4300|2800|2200
PASSABEM|14400|13200|12000|11600|9800|8600
PASSOS|35500|30300|25600|18200|6000|4100
PATOS DE MINAS|29500|18800|12800|9400|4800|4300
PATROCINIO|39000|19000|10500|10500|5250|3150
PATROCINIO DO MURIAE|16528.93|14049.59|11570.25|10557.63|9545|8300
PAULA CANDIDO|24000|21000|12000|16500|13800|7000
PAULISTAS|9185|8265|7348|7807|5510|3675
PAVAO|4250.49|4250.49|3639.55|2911.63|2619.92|2183.72
PECANHA|9500|8500|3500|9500|9500|5500
PEDRA AZUL|4410|2930|1760|1230|740|665
PEDRA BONITA|28250|22812.50|16950|20000|12286.31|9386.31
PEDRA DO ANTA|15000|13000|10000|14000|13000|9000
PEDRA DO INDAIA|19550|14950|7700|23180|8800|5400
PEDRA DOURADA|8000|7000|6000|8000|7000|6000
PEDRALVA|30000|27000|21000|21000|18000|18000
PEDRAS DE MARIA DA CRUZ|6000|4000|2500|4500|2000|2000
PEDRINOPOLIS|40000|35000|30000|23000|15000|8000
PEDRO LEOPOLDO|39440|32269.50|25098.51|25098.51|21513.01|10756.49
PEDRO TEIXEIRA|5483|4387|3837|4387|3837|3289
PEQUERI|16240|12000|8860|12000|8500|7000
PEQUI|14669|13582|8693|18472|7062|6519
PERDIGAO|9330.32|7799.18|5119.70|18274.81|9330.32|8482.11
PERDIZES|60330|44857|39154|31155|9330|5608
PERDOES|13200|8800|6600|13200|8800|6600
PERIQUITO|10650|9600|8500|7450|6400|4250
PESCADOR|7230|6200|5370|6200|3165|2685
PIAU|12500|9700|7500|9700|8000|8400
PIEDADE DE CARATINGA|60637.50|47407.50|33075|38587.50|26460|36750
PIEDADE DE PONTE NOVA|19803.44|15276.94|10000|11316.25|8000|8000
PIEDADE DO RIO GRANDE|5909|4331|2756|3937|2625|918
PIEDADE DOS GERAIS|62350|55491|48633|31250|27812|24375
PIMENTA|28000|18000|9000|12000|3750|3750
PINTOPOLIS|3500|2000|1400|1400|900|600
PIRACEMA|17762|14231|11770|11877|10272|10058
PIRAJUBA|80583.24|67152.70|53722.16|40291.62|33576.35|26861.08
PIRANGA|13700|11000|9000|10500|9000|5000
PIRANGUCU|65000|50000|25000|23000|19000|12500
PIRANGUINHO|35000|27250|22000|20000|15500|10500
PIRAPETINGA|10000|9000|9000|10000|9000|9000
PIRAPORA|8900|6200|5600|5200|2800|2500
PIRAUBA|9986|7055|4799|7055|4567|3800
PITANGUI|26207.70|23062.60|20966|17821.10|14676.20|10483
PIUMHI|20000|15200|10400|12200|7000|8000
PLANURA|55000|55000|55000|55000|55000|55000
POCO FUNDO|63000|47000|36000|26000|20000|12000
POCOS DE CALDAS|17650|15123|13960|14365|11633|9306
POCRANE|12551.88|9482.06|5966.24|5327|4474.68|3089.66
POMPEU|10815|8652|6489|8652|6489|3090
PONTE NOVA|18000|10000|5500|9000|4500|3300
PONTO CHIQUE|3000|2000|1000|800|700|500
PONTO DOS VOLANTES|1600|1200|950|1500|1200|600
PORTEIRINHA|5000|3700|3000|3800|2100|1800
PORTO FIRME|22955.31|17848.71|13773.18|18364.25|16068.72|16068.72
POTE|6000|5000|4000|5000|5000|4000
POUSO ALEGRE|58500|46000|12500|55000|23000|20000
POUSO ALTO|5095.06|4462.26|4135.29|3824.92|3480.44|3165.36
PRADOS|12000|9500|7800|7500|5000|2500
PRATA|26460|24150|17250|17250|17250|17250
PRATINHA|10333.73|9595.60|7873.32|6748.56|4777.50|3412.50
PRESIDENTE BERNARDES|15000|10000|8000|12000|8000|5000
PRESIDENTE JUSCELINO|3666.84|2933.48|2200.11|3666.84|2200.11|733.37
PRESIDENTE KUBITSCHEK|7000|5800|3500|7000|3000|3500
PRESIDENTE OLEGARIO|13067|12413.65|9800.25|7186.25|3920.10|1593.54
PRUDENTE DE MORAIS|30000|25000|20000|25000|20000|14000
QUARTEL GERAL|6152.50|4830|3622.50|5290|3737.50|2990
QUELUZITO|27800|19650|15400|20600|14300|9700
RAUL SOARES|11550|8085|6699|8662|6930|5775
RECREIO|12411|9308.25|8688.75|10319.40|8067.15|6826.05
REDUTO|34728.75|28940.10|23152.50|28940.10|23152.50|12600
RESENDE COSTA|7405.21|6664.69|5924.17|5183.65|4443.13|3702.60
RESPLENDOR|14255.40|10879.50|10691.55|9978.55|9503.60|3565
RESSAQUINHA|20896|12537.60|11492.80|12537.60|8358.40|8358.40
RIACHINHO|6000|3800|3800|3000|1823|1300
RIACHO DOS MACHADOS|4237|3389|2542|4237|1371|953
RIBEIRAO DAS NEVES|89955.58|80960.01|71963.69|62968.89|53973.35|44977.79
RIO ACIMA|24234|19422.06|16535.68|17760.12|15048.18|13573.98
RIO CASCA|20000|13500|10000|10000|7000|7000
RIO DO PRADO|2900|2400|2000|2400|1900|1500
RIO DOCE|9000|8000|7000|7000|6000|4000
RIO ESPERA|12000|10000|8000|10000|10000|5000
RIO MANSO|20000|15000|12000|20000|13500|11000
RIO NOVO|11858.80|8894.10|6028.30|11459.75|7510.65|5929.40
RIO PARANAIBA|29000|20000|17200|11400|6100|3300
RIO PARDO DE MINAS|5000|2500|1700|3000|2500|2000
RIO PIRACICABA|15050|12400|7465|12460|13245|7465
RIO POMBA|5209.46|5106.52|4042.66|4468.08|3404.35|2766.03
RIO PRETO|7000|4600|3680|4890|3300|3800
RIO VERMELHO|10000|6700|5775|10000|5775|3100
RITAPOLIS|16000|11680|8000|13120|11680|6500
ROCHEDO DE MINAS|16240|12000|8860|12000|8500|7000
RODEIRO|35351.36|28281.09|17675.66|28281.09|17675.66|14140.55
ROMARIA|40000|28000|22500|21500|15400|13200
ROSARIO DA LIMEIRA|20000|18000|15000|19000|15000|9000
RUBELITA|4000|2500|1600|3500|2000|1300
RUBIM|3750|3250|2000|4000|1750|2500
SABARA|26300|20800|15700|17000|12000|7000
SABINOPOLIS|3713.02|2035.85|1023.76|1023.76|1023.76|686.39
SACRAMENTO|34090|30991|20247|19628|18595|7250
SALINAS|5000|3000|1000|3000|2000|1000
SALTO DA DIVISA|2550|1850|1220|2700|1250|1450
SANTA BARBARA|24266.67|21291.67|17191.67|16183.33|15079.17|14000
SANTA BARBARA DO LESTE|41322.31|33057.84|26446.27|26446.27|14200|9000
SANTA BARBARA DO MONTE VERDE|12000|10000|8000|7000|4500|2400
SANTA BARBARA DO TUGURIO|13200|11100|9100|10500|7800|7200
SANTA CRUZ DE SALINAS|4200|2625|1600|2625|1700|1300
SANTA CRUZ DO ESCALVADO|24000|19000|15000|19000|16000|15000
SANTA EFIGENIA DE MINAS|6844.10|6159.71|5475.26|4782.41|5459.59|4389.12
SANTA FE DE MINAS|2904|2244|1716|1584|1320|1056
SANTA HELENA DE MINAS|9000|7500|6000|5000|4000|3000
SANTA JULIANA|41579|39084.26|36739.21|31228.33|24982.66|9312.06
SANTA LUZIA|26250|21000|10500|9450|7350|6300
SANTA MARGARIDA|21659.93|14532.40|10507.04|11917.71|10214.64|8119.30
SANTA MARIA DE ITABIRA|14500|13000|11600|10150|8700|7000
SANTA MARIA DO SALTO|4392|3594|2868|3594|2801|3127
SANTA MARIA DO SUACUI|8509.86|6798.96|3972.84|6536.13|5279.27|5279.27
SANTA RITA DE CALDAS|34580|29400|23740|20170|17870|14290
SANTA RITA DE IBITIPOCA|10145|8250|6150|8250|7550|5050
SANTA RITA DE JACUTINGA|8160|6350|3770|8400|3750|3500
SANTA RITA DE MINAS|29000|20650|15000|20750|11000|9500
SANTA RITA DO ITUETO|14300|9200|5800|11000|6600|6500
SANTA RITA DO SAPUCAI|14290|12930|11570|11570|9530|6125
SANTA ROSA DA SERRA|25625|18125|12625|12625|8062|4000
SANTA VITORIA|12840|11307|11200|10356|9061|8646
SANTANA DA VARGEM|45000|30600|18000|22000|15000|9000
SANTANA DE CATAGUASES|18495|12332|9248|12332|9248|6166
SANTANA DE PIRAPAMA|28357|20000|12429|10429|8929|7500
SANTANA DO DESERTO|5000|3940|3730|3940|3250|2650
SANTANA DO GARAMBEU|6300|4425|3775|5050|3850|3200
SANTANA DO JACARE|17000|14000|10000|16000|10000|7000
SANTANA DO MANHUACU|21500|17000|13000|15000|11200|8500
SANTANA DO PARAISO|25000|22500|20000|17500|15000|10000
SANTANA DO RIACHO|19000|15500|12200|8800|7200|7000
SANTANA DOS MONTES|20185|16450|14600|20185|11385|10350
SANTO ANTONIO DO AMPARO|19733.66|17055.52|16773.61|16519.89|16237.98|6258.39
SANTO ANTONIO DO AVENTUREIRO|16240|12000|8860|12000|8500|7000
SANTO ANTONIO DO GRAMA|20000|16000|13000|15000|13000|10000
SANTO ANTONIO DO ITAMBE|13456.44|12110.80|9419.57|7774.84|7401.05|6728.22
SANTO ANTONIO DO JACINTO|7100|5500|4500|5000|4400|6500
SANTO ANTONIO DO MONTE|10080|8500|6500|8500|8500|4500
SANTO ANTONIO DO RETIRO|6148|3669.05|1575|2465|1280|890
SANTO ANTONIO DO RIO ABAIXO|16000|14400|12800|11200|9600|8000
SANTO HIPOLITO|6186.56|3736.65|2535.89|6186.56|1901.90|1014.36
SANTOS DUMONT|15000|10000|7000|8000|7000|5000
SAO BENTO ABADE|45456|31350|22572|40350|28215|14106
SAO BRAS DO SUACUI|20000|16000|12000|10000|10000|6000
SAO DOMINGOS DAS DORES|48000|34000|30000|28000|27400|24400
SAO DOMINGOS DO PRATA|16000|13500|11000|9875|6425|5830
SAO FELIX DE MINAS|6583.98|4784.07|3913.43|4611.16|3623.40|2635.20
SAO FRANCISCO|1500|1150|920|800|630|520
SAO FRANCISCO DE PAULA|20000|13500|12000|11500|10000|6000
SAO FRANCISCO DE SALES|19060|17350|15770|14200|14120|8100
SAO FRANCISCO DO GLORIA|14000|13000|12000|14000|13000|10000
SAO GERALDO|36523.47|27392.60|18261.73|18261.73|14609.38|14609.38
SAO GERALDO DA PIEDADE|19375|15500|8680|8060|7502|6696
SAO GONCALO DO ABAETE|21400|14000|7000|7000|3150|2300
SAO GONCALO DO PARA|15000|11000|9000|10000|8000|6000
SAO GONCALO DO RIO ABAIXO|30000|25000|20000|25000|20000|15000
SAO GONCALO DO RIO PRETO|8500|3500|1600|5000|4000|2200
SAO GONCALO DO SAPUCAI|27365.22|22933.18|14058.28|22164.47|17691.53|10817.73
SAO GOTARDO|37800|30240|23000|18500|12000|6000
SAO JOAO BATISTA DO GLORIA|40000|35000|30000|28000|21000|7000
SAO JOAO DA LAGOA|5500|3200|2100|2000|1400|1200
SAO JOAO DA MATA|34000|27600|25000|26500|15000|14000
SAO JOAO DA PONTE|11047.87|6904.92|5247.74|4833.44|3590.56|2761.97
SAO JOAO DAS MISSOES|6500|5500|4000|7000|4000|4000
SAO JOAO DEL REI|20400|14700|11600|12600|9900|8200
SAO JOAO DO MANHUACU|40500|35000|30000|35000|30000|25000
SAO JOAO DO ORIENTE|19628.10|17665.29|15702.48|13739.67|11776.86|9814.05
SAO JOAO DO PACUI|3200|2200|1600|2500|1100|1000
SAO JOAO DO PARAISO|4000|2500|2000|2000|1500|1000
SAO JOAO EVANGELISTA|6280|5100|4200|6280|4750|2700
SAO JOAO NEPOMUCENO|16335.34|11434.74|8167.67|7379.07|4919.38|2459.69
SAO JOAQUIM DE BICAS|100000|80000|60000|90000|60000|50000
SAO JOSE DA BARRA|50667.48|32147.16|24459.98|20790.93|13277.67|6638.88
SAO JOSE DA SAFIRA|10000|9000|8000|7000|6000|2000
SAO JOSE DA VARGINHA|35000|25000|15000|25000|20000|15000
SAO JOSE DO ALEGRE|25000|22000|22000|18000|18000|15000
SAO JOSE DO DIVINO|9001.21|7991.87|6905.79|8925.57|6256.75|5707.95
SAO JOSE DO GOIABAL|30000|25000|20000|18000|13000|8000
SAO JOSE DO JACURI|15000|10000|7500|10000|7000|5000
SAO JOSE DO MANTIMENTO|15700|11800|7800|15400|10800|8400
SAO MIGUEL DO ANTA|18876|13092.20|10142.22|12705|10164|8712
SAO PEDRO DA UNIAO|67473.18|38346.79|25391.79|29386.50|24379.59|19471.09
SAO PEDRO DO SUACUI|11500|9000|6500|9000|7000|5000
SAO PEDRO DOS FERROS|17640|11025|4410|11025|8820|4410
SAO ROMAO|5000|4200|3200|2800|1200|1100
SAO ROQUE DE MINAS|21500|15100|9100|11000|9400|4200
SAO SEBASTIAO DA BELA VISTA|52920|47880|42840|42840|35280|22680
SAO SEBASTIAO DA VARGEM ALEGRE|28000|22000|17000|24000|15500|10500
SAO SEBASTIAO DO ANTA|33700|30400|24500|20800|13800|6600
SAO SEBASTIAO DO MARANHAO|6500|5300|3500|6500|3000|2500
SAO SEBASTIAO DO OESTE|16800|11550|9450|16800|12600|5250
SAO SEBASTIAO DO PARAISO|49910|31890|24950|27450|19960|17470
SAO SEBASTIAO DO RIO PRETO|14000|12800|11600|11400|9800|7600
SAO SEBASTIAO DO RIO VERDE|13431|9317|6655|6655|6050|3630
SAO TIAGO|11640|10600|8240|10600|7400|5000
SAO TOMAS DE AQUINO|46431.29|33526.58|28212.92|30869.75|26821.25|20115.94
SAO TOME DAS LETRAS|20811.22|13428.61|12958.66|12958.66|12958.66|6550.48
SAO VICENTE DE MINAS|9000|8000|7000|8000|8000|7000
SAPUCAI-MIRIM|34765.54|24699.79|19620.33|16365.66|13492.95|9597.64
SARDOA|17500|14000|11800|14000|11000|10000
SARZEDO|300525.82|240422.25|180000|249878.52|160000|88528.13
SEM-PEIXE|30000|15000|10000|20000|10000|25000
SENADOR CORTES|16240|12000|8860|12000|8500|7000
SENADOR FIRMINO|15000|12000|8500|10000|8000|8000
SENADOR JOSE BENTO|34500|24725|15200|25070|16215|9200
SENADOR MODESTINO GONCALVES|5200|3760|1900|8000|4700|3500
SENHORA DE OLIVEIRA|12000|10000|8000|10000|8000|3500
SENHORA DO PORTO|4500|3400|2800|2820|2300|1650
SENHORA DOS REMEDIOS|9400|8900|8500|8900|8500|8500
SERICITA|33094|27578.25|19856.34|22062.60|11031.30|8825.04
SERITINGA|9477.28|7960.92|6065.46|6634.10|4264.78|3222.28
SERRA AZUL DE MINAS|12560|10470|7770|11470|6710|4970
SERRA DA SAUDADE|5800|4400|3500|4400|1500|1200
SERRA DO SALITRE|32000|25000|20000|18000|9000|6000
SERRA DOS AIMORES|11000|9000|8500|7000|6500|5000
SERRANIA|41026.72|29957.10|23524.84|21051.06|15568.10|10198.89
SERRANOPOLIS DE MINAS|3600|3200|2100|2700|1300|1000
SERRANOS|10224.29|7970.86|7067.14|7060.43|5657.14|4574.29
SERRO|10543.98|8707.92|6589.88|9161.49|6864.41|4716.51
SETE LAGOAS|18650|14300|10050|10290|6150|10150
SETUBINHA|10100|7315|4500|4020|3640|2876
SILVEIRANIA|9669.60|8627.11|8035.56|8047.80|6380|5900
SIMAO PEREIRA|5000|3940|3730|3940|3250|2650
SIMONESIA|26258.87|18726.25|14401.30|15435.22|11416.90|8562.67
SOLEDADE DE MINAS|23000|16750|10000|15625|10000|5500
TABULEIRO|11106.90|9440.86|7774.83|8885.52|7004.67|7780.76
TAIOBEIRAS|4200|2100|1600|1400|1400|1080
TAPARUBA|11500|10000|8000|10000|8000|8000
TAPIRA|33027|21840|15981|14915|11719|9000
TAPIRAI|25725|16537.50|12250|12250|7962.50|4900
TAQUARACU DE MINAS|28000|22400|16800|22400|14000|11200
TARUMIRIM|10080|7200|6000|4800|3600|2400
TEIXEIRAS|30000|23000|18000|30000|23000|18000
TEOFILO OTONI|7642.39|6878.15|6113.92|5349.67|4585.44|3821.20
TIMOTEO|32500|27000|24000|23000|21500|16000
TIRADENTES|25000|20000|15000|11500|7500|7500
TIROS|30000|20000|12000|8000|4000|3000
TOCANTINS|7181|6462|5745.22|5745.22|4308.37|4308.37
TOCOS DO MOJI|41840|33470|25100|33470|25100|20920
TOMBOS|15120|10584|9072|10584|7560|5000
TRES CORACOES|90000|70000|60000|56000|50000|20000
TRES MARIAS|10000|8000|5000|10000|6000|4000
TRES PONTAS|43000|31000|18500|31000|12500|9500
TUMIRITINGA|15000|14876.02|8677.68|14876.02|8677.68|7438.20
TUPACIGUARA|21634.06|17262.87|14525.64|19470.45|11173.88|8844.63
TURMALINA|9000|6000|3800|6000|10000|2000
TURVOLANDIA|44000|35000|28000|44000|28000|28000
UBA|18000|13000|9000|13000|9000|7000
UBAI|2500|1600|1100|1000|900|480
UBAPORANGA|10000|8500|7000|6500|5500|5500
UBERABA|21204.33|16293.92|10896.65|9436.07|7912.78|7384.12
UBERLANDIA|26760|22746|16591|22211|16056|14718
UMBURATIBA|11363|11363|9090|9090|6817|6817
UNAI|23475.60|20139.72|18120.82|17144.23|14388.20|9967.74
UNIAO DE MINAS|22654.88|20389.39|18123.90|15858.42|13592.93|11327.44
URUANA DE MINAS|6466.36|4210.20|3186.50|2895.63|1925.53|1310.74
URUCANIA|17340|13870|10400|11560|9250|5780
URUCUIA|2682.31|2099.44|1832.37|1637.85|1149.42|827.88
VARGEM ALEGRE|16280|12342|9559|8651.50|7744|6656
VARGEM BONITA|20000|12000|8000|10000|6000|5000
VARGEM GRANDE DO RIO PARDO|6500|4000|3000|3000|3000|3500
VARGINHA|48253.64|40832.23|22269.05|48253.64|40832.23|22269.05
VARJAO DE MINAS|18000|10000|6000|4000|2000|800
VARZEA DA PALMA|20135|10068|6292|6292|5244|2622
VARZELANDIA|7000|4000|2000|4000|3000|3000
VAZANTE|20250|14950|11450|7950|6250|3450
VERDELANDIA|5000|3500|3000|2000|1800|1500
VEREDINHA|9000|6000|3500|7000|5000|3000
VERISSIMO|16403.54|13075.30|12394.89|12348.11|9806.46|7390.54
VERMELHO NOVO|25300|20800|9700|11100|6900|6900
VESPASIANO|62767.26|55766.32|47799.68|55766.29|39833.06|23899.84
VICOSA|39159.19|35243.21|31327.36|27411.36|19579.60|15663.68
VIEIRAS|19000|15600|13000|14300|11700|6500
VIRGEM DA LAPA|4250.45|2500|1300|3500|2000|1500
VIRGINIA|12124.60|10172.85|8517.58|11721.04|4146.05|2269.61
VIRGINOPOLIS|22000|17000|15000|15000|15000|12000
VISCONDE DO RIO BRANCO|20918.28|17431.90|13945.52|8715.93|5752.54|3486.38
VOLTA GRANDE|10443.07|8354.46|6265.84|10443.07|6265.84|5221.54
WENCESLAU BRAZ|30000|19000|15000|19000|15000|14000
